Shipping_Country,Shipping_State,Shipping_City,City_Join_Key,State_Join_Key,order_weight,revenue_weight,level
CA,Manitoba,Winnipeg,winnipeg,manitoba,0.00631911532385466,0.007748098272966833,country
US,South Dakota,Lennox,lennox,south dakota,0.00014725371815638345,0.00021255543766793904,country
US,Alaska,Fairbanks,fairbanks,alaska,0.0002454228635939724,0.00021215434876577086,country
US,Tennessee,Nashville,nashville,tennessee,0.0002454228635939724,0.00020868005165374645,country
US,Washington,Seattle,seattle,washington,0.0002454228635939724,0.00020346589592556006,country
UK,England,Hove,hove,england,0.017316017316017316,0.022703268325816775,country
US,Nevada,Las Vegas,las vegas,nevada,0.00014725371815638345,0.00020089675890356385,country
UK,England,Birmingham,birmingham,england,0.017316017316017316,0.022675731411052707,country
US,Arizona,Phoenix,phoenix,arizona,0.0002454228635939724,0.00020069621445247975,country
UK,Scotland,Edinburgh,edinburgh,scotland,0.017316017316017316,0.02195548810711248,country
UK,England,Manchester,manchester,england,0.017316017316017316,0.021658089427660527,country
US,North Carolina,Charlotte,charlotte,north carolina,0.00014725371815638345,0.00019008903902622117,country
US,Alaska,Sitka,sitka,alaska,0.0002454228635939724,0.00018446295415526747,country
CA,British Columbia,Burnaby,burnaby,british columbia,0.00631911532385466,0.006333882277512693,country
US,Oregon,Lake Oswego,lake oswego,oregon,0.00014725371815638345,0.00017777994582589762,country
CA,New Brunswick,Dieppe,dieppe,new brunswick,0.004739336492890996,0.006204650864943916,country
US,Nebraska,Lincoln,lincoln,nebraska,9.816914543758896e-05,0.00016334616546814256,country
UK,England,Brighton,brighton,england,0.017316017316017316,0.018412405074135493,country
US,Wyoming,Cody,cody,wyoming,0.00019633829087517792,0.000161096815543821,country
US,Ohio,Columbus,columbus,ohio,0.0002454228635939724,0.00015843011635643253,country
US,Pennsylvania,Philadelphia,philadelphia,pennsylvania,0.00019633829087517792,0.00015834881455193897,country
CA,Saskatchewan,Saskatoon,saskatoon,saskatchewan,0.004739336492890996,0.005545377778137826,country
CA,Ontario,Guelph,guelph,ontario,0.004739336492890996,0.005540555710504663,country
US,Utah,Eagle Mountain,eagle mountain,utah,0.00014725371815638345,0.00015401813843258252,country
US,California,Oakland,oakland,california,0.00014725371815638345,0.00014887444426829054,country
CA,British Columbia,North Vancouver,north vancouver,british columbia,0.004739336492890996,0.005241008869132557,country
US,South Dakota,Madison,madison,south dakota,0.00014725371815638345,0.00014582833665993216,country
US,New Jersey,Princeton,princeton,new jersey,0.00014725371815638345,0.00014213723473592498,country
US,Indiana,Indianapolis,indianapolis,indiana,0.00014725371815638345,0.00014034859503706684,country
